nu,CH4/x=1e-6/T=300K/P=1atm/L=100cm
6325.32,1.34434975037e-10
6325.33,1.26708539299e-10
6325.34,1.19013125544e-10
6325.35,1.12437513811e-10
6325.36,1.07608782831e-10
6325.37,1.04683959688e-10
6325.38,1.03410846362e-10
6325.39,1.03157572183e-10
6325.4,1.02994618022e-10
6325.41,1.01946600344e-10
6325.42,9.93730196204e-11
6325.43,9.52469629744e-11
6325.44,9.0110177941e-11
6325.45,8.47421475421e-11
6325.46,7.98042702319e-11
6325.47,7.56583044828e-11
6325.48,7.23585851311e-11
6325.49,6.97333194898e-11
6325.5,6.75031006531e-11
6325.51,6.5396929724e-11
6325.52,6.32169363867e-11
6325.53,6.08556915061e-11
6325.54,5.83095642808e-11
6325.55,5.56873660114e-11
6325.56,5.31884082493e-11
6325.57,5.10521670105e-11
6325.58,4.94995681343e-11
6325.59,4.86923101404e-11
6325.6,4.87310578747e-11
6325.61,4.96769068418e-11
6325.62,5.15449694348e-11
6325.63,5.42283452452e-11
6325.64,5.73717926738e-11
6325.65,6.03146851496e-11
6325.66,6.22887159575e-11
6325.67,6.28777829044e-11
6325.68,6.2356464417e-11
6325.69,6.15276654008e-11
6325.7,6.12407008642e-11
6325.71,6.2043031827e-11
6325.72,6.41010595209e-11
6325.73,6.72527451576e-11
6325.74,7.11087784476e-11
6325.75,7.52211611634e-11
6325.76,7.92735412046e-11
6325.77,8.31649517734e-11
6325.78,8.69736215512e-11
6325.79,9.08779275138e-11
6325.8,9.49694873173e-11
6325.81,9.89079477826e-11
6325.82,1.01699332896e-10
6325.83,1.02008206125e-10
6325.84,9.89862525794e-11
6325.85,9.29581614474e-11
6325.86,8.52776432992e-11
6325.87,7.75069740896e-11
6325.88,7.07125134188e-11
6325.89,6.53120336176e-11
6325.9,6.12874398335e-11
6325.91,5.84355421693e-11
6325.92,5.65043424978e-11
6325.93,5.52291310355e-11
6325.94,5.4351969296e-11
6325.95,5.36748175291e-11
6325.96,5.31076170994e-11
6325.97,5.26441451576e-11
6325.98,5.22788609238e-11
6325.99,5.19515684308e-11
6326.0,5.15710489082e-11
6326.01,5.10838230805e-11
6326.02,5.05229288928e-11
6326.03,5.00066842304e-11
6326.04,4.9697710558e-11
6326.05,4.97443206082e-11
6326.06,5.02334744663e-11
6326.07,5.1192743164e-11
6326.08,5.26515648065e-11
6326.09,5.47049595442e-11
6326.1,5.75084249952e-11
6326.11,6.12173111375e-11
6326.12,6.59368865608e-11
6326.13,7.16969832235e-11
6326.14,7.84252367644e-11
6326.15,8.59474562016e-11
6326.16,9.40743188275e-11
6326.17,1.02693339385e-10
6326.18,1.11679245863e-10
6326.19,1.20687404229e-10
6326.2,1.29140975196e-10
6326.21,1.3643781084e-10
6326.22,1.42111483172e-10
6326.23,1.4597236455e-10
6326.24,1.48375775586e-10
6326.25,1.50275543733e-10
6326.26,1.52671894371e-10
6326.27,1.5571868181e-10
6326.28,1.58192547619e-10
6326.29,1.57963365422e-10
6326.3,1.53467990099e-10
6326.31,1.45016176948e-10
6326.32,1.34596255767e-10
6326.33,1.24495478184e-10
6326.34,1.161685334e-10
6326.35,1.09995611362e-10
6326.36,1.05566871204e-10
6326.37,1.02063760219e-10
6326.38,9.86212802274e-11
6326.39,9.46576972933e-11
6326.4,9.00701653159e-11
6326.41,8.51892945844e-11
6326.42,8.05458628628e-11
6326.43,7.66297926415e-11
6326.44,7.37665590412e-11
6326.45,7.21049374798e-11
6326.46,7.16546834988e-11
6326.47,7.23312753799e-11
6326.48,7.39805681498e-11
6326.49,7.63632833392e-11
6326.5,7.91223589454e-11
6326.51,8.18172571221e-11
6326.52,8.4085575146e-11
6326.53,8.58368356411e-11
6326.54,8.72641134699e-11
6326.55,8.86024939808e-11
6326.56,8.98528824579e-11
6326.57,9.07388064013e-11
6326.58,9.09084097874e-11
6326.59,9.01568892312e-11
6326.6,8.84706549393e-11
6326.61,8.59401745019e-11
6326.62,8.27462569479e-11
6326.63,7.92453543223e-11
6326.64,7.59456907411e-11
6326.65,7.3307482494e-11
6326.66,7.15682530412e-11
6326.67,7.07438197333e-11
6326.68,7.07379488566e-11
6326.69,7.14119619093e-11
6326.7,7.25396436106e-11
6326.71,7.37140306658e-11
6326.72,7.43817690101e-11
6326.73,7.40946829889e-11
6326.74,7.2759814131e-11
6326.75,7.05906431209e-11
6326.76,6.78731808073e-11
6326.77,6.48640734482e-11
6326.78,6.18051985456e-11
6326.79,5.88968082291e-11
6326.8,5.62819527543e-11
6326.81,5.40996011557e-11
6326.82,5.25097282781e-11
6326.83,5.16436170462e-11
6326.84,5.15524658773e-11
6326.85,5.22058762318e-11
6326.86,5.35224086033e-11
6326.87,5.54012234472e-11
6326.88,5.77463871325e-11
6326.89,6.04897013596e-11
6326.9,6.36039205414e-11
6326.91,6.70795452262e-11
6326.92,7.08550582445e-11
6326.93,7.47336418725e-11
6326.94,7.83467406774e-11
6326.95,8.12165873137e-11
6326.96,8.29223644464e-11
6326.97,8.32959065275e-11
6326.98,8.25180941498e-11
6326.99,8.10360385983e-11
6327.0,7.93681162788e-11
6327.01,7.79607906217e-11
6327.02,7.71762788341e-11
6327.03,7.73301927533e-11
6327.04,7.86855531695e-11
6327.05,8.14199030167e-11
6327.06,8.56199700761e-11
6327.07,9.13130270932e-11
6327.08,9.85129073001e-11
6327.09,1.07246578035e-10
6327.1,1.17521228301e-10
6327.11,1.29209851572e-10
6327.12,1.41863029999e-10
6327.13,1.54506384019e-10
6327.14,1.65599537686e-10
6327.15,1.73369803896e-10
6327.16,1.76476534937e-10
6327.17,1.74591956126e-10
6327.18,1.68463894595e-10
6327.19,1.59465164289e-10
6327.2,1.49046046871e-10
6327.21,1.38398328828e-10
6327.22,1.28286979439e-10
6327.23,1.18963281382e-10
6327.24,1.10235628851e-10
6327.25,1.01756762081e-10
6327.26,9.33790321574e-11
6327.27,8.53036125916e-11
6327.28,7.79302883424e-11
6327.29,7.16106442041e-11
6327.3,6.6524652975e-11
6327.31,6.26945915223e-11
6327.32,6.00402463949e-11
6327.33,5.84195364876e-11
6327.34,5.76580474477e-11
6327.35,5.75804576232e-11
6327.36,5.80317813803e-11
6327.37,5.88713601088e-11
6327.38,5.99576089008e-11
6327.39,6.11541059127e-11
6327.4,6.23492746985e-11
6327.41,6.34556634654e-11
6327.42,6.43781734175e-11
6327.43,6.49873178827e-11
6327.44,6.51550822643e-11
6327.45,6.48591732296e-11
6327.46,6.42679103757e-11
6327.47,6.37116389747e-11
6327.48,6.35582167052e-11
6327.49,6.40890629579e-11
6327.5,6.54340116145e-11
6327.51,6.75665749404e-11
6327.52,7.03620585364e-11
6327.53,7.37115023653e-11
6327.54,7.76069977754e-11
6327.55,8.20973923636e-11
6327.56,8.71670445975e-11
6327.57,9.27000518955e-11
6327.58,9.85524845147e-11
6327.59,1.04584059004e-10
6327.6,1.10569296992e-10
6327.61,1.16068326274e-10
6327.62,1.20399082602e-10
6327.63,1.228725664e-10
6327.64,1.23269732359e-10
6327.65,1.22147990033e-10
6327.66,1.20650853679e-10
6327.67,1.20053625249e-10
6327.68,1.2139576085e-10
6327.69,1.25255628324e-10
6327.7,1.31598183778e-10
6327.71,1.3969235644e-10
6327.72,1.48250156918e-10
6327.73,1.55993580353e-10
6327.74,1.62457746241e-10
6327.75,1.68310082206e-10
6327.76,1.74772873372e-10
6327.77,1.82681328138e-10
6327.78,1.91960625188e-10
6327.79,2.0171384722e-10
6327.8,2.10572988486e-10
6327.81,2.16904323983e-10
6327.82,2.18923346283e-10
6327.83,2.15255119342e-10
6327.84,2.05956666415e-10
6327.85,1.92948182207e-10
6327.86,1.79127362754e-10
6327.87,1.66989084117e-10
6327.88,1.57934113302e-10
6327.89,1.52413261079e-10
6327.9,1.50368848541e-10
6327.91,1.51589145316e-10
6327.92,1.55938817298e-10
6327.93,1.63497489132e-10
6327.94,1.74498502582e-10
6327.95,1.88977977078e-10
6327.96,2.06245798349e-10
6327.97,2.24416339205e-10
6327.98,2.40326587e-10
6327.99,2.50253900685e-10
6328.0,2.5144425872e-10
6328.01,2.43486386075e-10
6328.02,2.28332361163e-10
6328.03,2.0905734337e-10
6328.04,1.88569932792e-10
6328.05,1.69017428108e-10
6328.06,1.51717637683e-10
6328.07,1.37285852465e-10
6328.08,1.25826202949e-10
6328.09,1.17127624502e-10
6328.1,1.10833991213e-10
6328.11,1.06563905541e-10
6328.12,1.03924035164e-10
6328.13,1.02421221834e-10
6328.14,1.01416208681e-10
6328.15,1.00296962031e-10
6328.16,9.88352443616e-11
6328.17,9.73772683928e-11
6328.18,9.66234805636e-11
6328.19,9.72434656233e-11
6328.2,9.97032171752e-11
6328.21,1.04332901483e-10
6328.22,1.11394554518e-10
6328.23,1.20957026938e-10
6328.24,1.32565028917e-10
6328.25,1.44860498226e-10
6328.26,1.55558730402e-10
6328.27,1.62299861229e-10
6328.28,1.64185807297e-10
6328.29,1.62639533096e-10
6328.3,1.60611004689e-10
6328.31,1.6102150105e-10
6328.32,1.65849962348e-10
6328.33,1.76063071675e-10
6328.34,1.9176194669e-10
6328.35,2.12051449268e-10
6328.36,2.34564082168e-10
6328.37,2.55070923445e-10
6328.38,2.68178237165e-10
6328.39,2.6978571307e-10
6328.4,2.59814792009e-10
6328.41,2.4225306261e-10
6328.42,2.22190303611e-10
6328.43,2.02884926335e-10
6328.44,1.85155926024e-10
6328.45,1.68620220326e-10
6328.46,1.53069036175e-10
6328.47,1.38871818649e-10
6328.48,1.26563456038e-10
6328.49,1.16409655665e-10
6328.5,1.08370991572e-10
6328.51,1.02311009189e-10
6328.52,9.81489428659e-11
6328.53,9.58447500508e-11
6328.54,9.52958897287e-11
6328.55,9.62849657584e-11
6328.56,9.85587670214e-11
6328.57,1.01939285529e-10
6328.58,1.06226789656e-10
6328.59,1.10840227173e-10
6328.6,1.14545837659e-10
6328.61,1.15768119993e-10
6328.62,1.13506494129e-10
6328.63,1.08068013636e-10
6328.64,1.00814871276e-10
6328.65,9.32334941046e-11
6328.66,8.62696465791e-11
6328.67,8.02948970891e-11
6328.68,7.53872930072e-11
6328.69,7.15386641593e-11
6328.7,6.86826224344e-11
6328.71,6.66549463938e-11
6328.72,6.51981366137e-11
6328.73,6.40459144008e-11
6328.74,6.30645298538e-11
6328.75,6.23416690189e-11
6328.76,6.21111197517e-11
6328.77,6.25684827042e-11
6328.78,6.37400722289e-11
6328.79,6.54791122858e-11
6328.8,6.7547494415e-11
6328.81,6.97154274618e-11
6328.82,7.18409341734e-11
6328.83,7.39070383418e-11
6328.84,7.59982960496e-11
6328.85,7.82474327238e-11
6328.86,8.08267522098e-11
6328.87,8.40042715972e-11
6328.88,8.81894679583e-11
6328.89,9.38766535235e-11
6328.9,1.01445057341e-10
6328.91,1.10814826519e-10
6328.92,1.21031463048e-10
6328.93,1.30093542783e-10
6328.94,1.35566838976e-10
6328.95,1.36020406591e-10
6328.96,1.32109125648e-10
6328.97,1.261017185e-10
6328.98,1.20417694467e-10
6328.99,1.16670369757e-10
6329.0,1.15691038369e-10
6329.01,1.17953839437e-10
6329.02,1.23833419554e-10
6329.03,1.33569989669e-10
6329.04,1.47004781274e-10
6329.05,1.63116219827e-10
6329.06,1.79515621678e-10
6329.07,1.92473246932e-10
6329.08,1.98177964317e-10
6329.09,1.94888279576e-10
6329.1,1.84130020245e-10
6329.11,1.69650387991e-10
6329.12,1.55241048783e-10
6329.13,1.43345389554e-10
6329.14,1.34948760856e-10
6329.15,1.30085333416e-10
6329.16,1.28319562004e-10
6329.17,1.28965941307e-10
6329.18,1.3104713979e-10
6329.19,1.33146942762e-10
6329.2,1.335518728e-10
6329.21,1.3100449274e-10
6329.22,1.25578101928e-10
6329.23,1.18672788922e-10
6329.24,1.12084459518e-10
6329.25,1.07121072882e-10
6329.26,1.04368013479e-10
6329.27,1.03911750167e-10
6329.28,1.05649251562e-10
6329.29,1.09495959561e-10
6329.3,1.15442953656e-10
6329.31,1.23432726035e-10
6329.32,1.3304747529e-10
6329.33,1.43161040748e-10
6329.34,1.51928738899e-10
6329.35,1.5739518944e-10
6329.36,1.58342890493e-10
6329.37,1.54614261853e-10
6329.38,1.46836533208e-10
6329.39,1.36109405876e-10
6329.4,1.23815913187e-10
6329.41,1.11355531368e-10
6329.42,9.98295809854e-11
6329.43,8.98610927064e-11
6329.44,8.16040311548e-11
6329.45,7.48869099437e-11
6329.46,6.94104753288e-11
6329.47,6.48983069184e-11
6329.48,6.11319300072e-11
6329.49,5.79174221567e-11
6329.5,5.50734602425e-11
6329.51,5.24547572776e-11
6329.52,4.99864896489e-11
6329.53,4.76927978371e-11
6329.54,4.56723675587e-11
6329.55,4.40026931492e-11
6329.56,4.26512894761e-11
6329.57,4.14768901286e-11
6329.58,4.03194966348e-11
6329.59,3.91101487222e-11
6329.6,3.79137440153e-11
6329.61,3.68685369545e-11
6329.62,3.60732003697e-11
6329.63,3.5504336326e-11
6329.64,3.50132778477e-11
6329.65,3.44085188273e-11
6329.66,3.35790411856e-11
6329.67,3.25635202231e-11
6329.68,3.15059210571e-11
6329.69,3.05508265761e-11
6329.7,2.97784528166e-11
6329.71,2.92143586231e-11
6329.72,2.88674775452e-11
6329.73,2.87351615689e-11
6329.74,2.87740519888e-11
6329.75,2.88947024664e-11
6329.76,2.90126511502e-11
6329.77,2.91129294092e-11
6329.78,2.9266434585e-11
6329.79,2.95893892126e-11
6329.8,3.01831883283e-11
6329.81,3.11022282701e-11
6329.82,3.23721080265e-11
6329.83,3.40234323727e-11
6329.84,3.60778370041e-11
6329.85,3.84685444109e-11
6329.86,4.09485611886e-11
6329.87,4.30772147763e-11
6329.88,4.43552883403e-11
6329.89,4.44710246226e-11
6329.9,4.34800572625e-11
6329.91,4.17483558901e-11
6329.92,3.97112848554e-11
6329.93,3.76884912782e-11
6329.94,3.58794411482e-11
6329.95,3.44348314484e-11
6329.96,3.34725374376e-11
6329.97,3.30387067652e-11
6329.98,3.30767217444e-11
6329.99,3.34351327289e-11
6330.0,3.39216941577e-11
6330.01,3.43918344235e-11
6330.02,3.48142469229e-11
6330.03,3.5256557496e-11
6330.04,3.58183763385e-11
6330.05,3.65826087344e-11
6330.06,3.75993830571e-11
6330.07,3.88746205899e-11
6330.08,4.03684212528e-11
6330.09,4.20371096924e-11
6330.1,4.39050092162e-11
6330.11,4.60911491938e-11
6330.12,4.87475586436e-11
6330.13,5.19632705756e-11
6330.14,5.5732053687e-11
6330.15,5.99993010776e-11
6330.16,6.46790309656e-11
6330.17,6.95638834601e-11
6330.18,7.42262211972e-11
6330.19,7.8064162876e-11
6330.2,8.05096840959e-11
6330.21,8.12759726466e-11
6330.22,8.04806322349e-11
6330.23,7.85474961148e-11
6330.24,7.59767896302e-11
6330.25,7.31826367817e-11
6330.26,7.04554188393e-11
6330.27,6.79551997747e-11
6330.28,6.57013150194e-11
6330.29,6.36204467428e-11
6330.3,6.16654001662e-11
6330.31,5.99110945861e-11
6330.32,5.85371971244e-11
6330.33,5.77227386353e-11
6330.34,5.75651033077e-11
6330.35,5.8092611839e-11
6330.36,5.93226631169e-11
6330.37,6.12667018741e-11
6330.38,6.38614473964e-11
6330.39,6.69021188349e-11
6330.4,7.00539304717e-11
6330.41,7.29525174449e-11
6330.42,7.53291288331e-11
6330.43,7.70609725407e-11
6330.44,7.81158733702e-11
6330.45,7.84858616216e-11
6330.46,7.82156531887e-11
6330.47,7.74897367177e-11
6330.48,7.66433612627e-11
6330.49,7.60570367503e-11
6330.5,7.60385929806e-11
6330.51,7.67762487548e-11
6330.52,7.83122116024e-11
6330.53,8.04719682138e-11
6330.54,8.28193379814e-11
6330.55,8.47720201367e-11
6330.56,8.58841339046e-11
6330.57,8.6102764677e-11
6330.58,8.57761643643e-11
6330.59,8.54174470479e-11
6330.6,8.54504048179e-11
6330.61,8.61197076379e-11
6330.62,8.7539964573e-11
6330.63,8.97526709548e-11
6330.64,9.2716125737e-11
6330.65,9.62114869601e-11
6330.66,9.96746463539e-11
6330.67,1.02120229305e-10
6330.68,1.02457818046e-10
6330.69,1.00159943142e-10
6330.7,9.56711395938e-11
6330.71,9.01161561384e-11
6330.72,8.46608732947e-11
6330.73,8.00969249174e-11
6330.74,7.677544843e-11
6330.75,7.4709918023e-11
6330.76,7.36794337675e-11
6330.77,7.32726193379e-11
6330.78,7.29340679352e-11
6330.79,7.21186896339e-11
6330.8,7.053025413e-11
6330.81,6.82619782267e-11
6330.82,6.57142950372e-11
6330.83,6.33754679396e-11
6330.84,6.16276654606e-11
6330.85,6.06448034671e-11
6330.86,6.03665600902e-11
6330.87,6.05430732516e-11
6330.88,6.08611679984e-11
6330.89,6.1100850564e-11
6330.9,6.12141109006e-11
6330.91,6.12946105943e-11
6330.92,6.15031220872e-11
6330.93,6.19946870833e-11
6330.94,6.28544285949e-11
6330.95,6.40561191126e-11
6330.96,6.54658119589e-11
6330.97,6.69020414827e-11
6330.98,6.82321394298e-11
6330.99,6.94445915457e-11
6331.0,7.06388286734e-11
6331.01,7.19461438041e-11
6331.02,7.34758339152e-11
6331.03,7.53475147549e-11
6331.04,7.77333987941e-11
6331.05,8.07948740206e-11
6331.06,8.4537168698e-11
6331.07,8.87360712192e-11
6331.08,9.30735001207e-11
6331.09,9.74445388349e-11
6331.1,1.02169069851e-10
6331.11,1.07886836828e-10
6331.12,1.15261361278e-10
6331.13,1.24765644341e-10
6331.14,1.36647322976e-10
6331.15,1.51032209484e-10
6331.16,1.68124942699e-10
6331.17,1.88409496613e-10
6331.18,2.1257051082e-10
6331.19,2.40850781976e-10
6331.2,2.72020118562e-10
6331.21,3.02793402176e-10
6331.22,3.28737614244e-10
6331.23,3.4662554546e-10
6331.24,3.56345180617e-10
6331.25,3.60561361728e-10
6331.26,3.62740092077e-10
6331.27,3.6552206294e-10
6331.28,3.70368581545e-10
6331.29,3.77830363952e-10
6331.3,3.87627249149e-10
6331.31,3.98621839291e-10
6331.32,4.09051479472e-10
6331.33,4.16872165106e-10
6331.34,4.201182236e-10
6331.35,4.17795443187e-10
6331.36,4.1115777909e-10
6331.37,4.03855183554e-10
6331.38,4.002168792e-10
6331.39,4.02962784327e-10
6331.4,4.11907743601e-10
6331.41,4.2417061363e-10
6331.42,4.35657762362e-10
6331.43,4.42946696939e-10
6331.44,4.44307671172e-10
6331.45,4.39512649635e-10
6331.46,4.29305722566e-10
6331.47,4.15038979548e-10
6331.48,3.98069903633e-10
6331.49,3.78963717272e-10
6331.5,3.57407206695e-10
6331.51,3.33309671884e-10
6331.52,3.08036038081e-10
6331.53,2.84268257051e-10
6331.54,2.64710450477e-10
6331.55,2.51089444917e-10
6331.56,2.43995976544e-10
6331.57,2.43066873458e-10
6331.58,2.47088605619e-10
6331.59,2.54028463209e-10
6331.6,2.61129315105e-10
6331.61,2.65249531423e-10
6331.62,2.63795349861e-10
6331.63,2.56112505053e-10
6331.64,2.44069268754e-10
6331.65,2.30879995497e-10
6331.66,2.19106746995e-10
6331.67,2.09463888304e-10
6331.68,2.01036625242e-10
6331.69,1.92471608544e-10
6331.7,1.83144236247e-10
6331.71,1.7343299454e-10
6331.72,1.64183398307e-10
6331.73,1.56120057299e-10
6331.74,1.49608097775e-10
6331.75,1.4461058158e-10
6331.76,1.40663337517e-10
6331.77,1.36988509178e-10
6331.78,1.32933482169e-10
6331.79,1.28455393742e-10
6331.8,1.240890837e-10
6331.81,1.20414598267e-10
6331.82,1.17602398874e-10
6331.83,1.15377076404e-10
6331.84,1.13305241296e-10
6331.85,1.11154741818e-10
6331.86,1.09051796186e-10
6331.87,1.0732360122e-10
6331.88,1.06222901948e-10
6331.89,1.05806231192e-10
6331.9,1.06011017745e-10
6331.91,1.06791105085e-10
6331.92,1.08206702563e-10
6331.93,1.10465441603e-10
6331.94,1.13898726231e-10
6331.95,1.18798893499e-10
6331.96,1.25087781048e-10
6331.97,1.31965581587e-10
6331.98,1.37901158685e-10
6331.99,1.41270484529e-10
6332.0,1.41325809448e-10
6332.01,1.38592905924e-10
6332.02,1.34328929229e-10
6332.03,1.29695758854e-10
6332.04,1.25358957755e-10
6332.05,1.21578880319e-10
6332.06,1.18476971497e-10
6332.07,1.16199948617e-10
6332.08,1.14918473591e-10
6332.09,1.14738339785e-10
6332.1,1.15596728945e-10
6332.11,1.17182024457e-10
6332.12,1.18938163082e-10
6332.13,1.20179964752e-10
6332.14,1.20238951929e-10
6332.15,1.18636597146e-10
6332.16,1.15350431777e-10
6332.17,1.10959911278e-10
6332.18,1.06401860324e-10
6332.19,1.02517884087e-10
6332.2,9.97697996384e-11
6332.21,9.82021366426e-11
6332.22,9.75126231984e-11
6332.23,9.71592681398e-11
6332.24,9.65505353007e-11
6332.25,9.53348613836e-11
6332.26,9.36345327442e-11
6332.27,9.20043813007e-11
6332.28,9.11086766469e-11
6332.29,9.13369579527e-11
6332.3,9.25569219191e-11
6332.31,9.41031588695e-11
6332.32,9.50914795316e-11
6332.33,9.49881674693e-11
6332.34,9.39690715504e-11
6332.35,9.26347999879e-11
6332.36,9.13663675477e-11
6332.37,9.00274234148e-11
6332.38,8.8276639327e-11
6332.39,8.60706168055e-11
6332.4,8.37984642041e-11
6332.41,8.20171504371e-11
6332.42,8.11723541602e-11
6332.43,8.15002478783e-11
6332.44,8.30396459551e-11
6332.45,8.569839157e-11
6332.46,8.93642384413e-11
6332.47,9.4004461602e-11
6332.48,9.96993183231e-11
6332.49,1.06622470383e-10
6332.5,1.14996845788e-10
6332.51,1.25034416174e-10
6332.52,1.36890067752e-10
6332.53,1.5065193725e-10
6332.54,1.66281336476e-10
6332.55,1.83337384782e-10
6332.56,2.00486521018e-10
6332.57,2.1518504155e-10
6332.58,2.24162920106e-10
6332.59,2.24891689409e-10
6332.6,2.17121150098e-10
6332.61,2.03112720225e-10
6332.62,1.86370410686e-10
6332.63,1.70070784409e-10
6332.64,1.56263544125e-10
6332.65,1.45883743643e-10
6332.66,1.39101555458e-10
6332.67,1.35658954214e-10
6332.68,1.35056090427e-10
6332.69,1.365774663e-10
6332.7,1.39313859077e-10
6332.71,1.42434236511e-10
6332.72,1.45698465414e-10
6332.73,1.49762195115e-10
6332.74,1.55877565566e-10
6332.75,1.65140965707e-10
6332.76,1.77685773246e-10
6332.77,1.92057234343e-10
6332.78,2.05096605433e-10
6332.79,2.12902546627e-10
6332.8,2.12822300778e-10
6332.81,2.05059254996e-10
6332.82,1.92375365631e-10
6332.83,1.78208532822e-10
6332.84,1.65001432311e-10
6332.85,1.53890717965e-10
6332.86,1.45315425679e-10
6332.87,1.39496061587e-10
6332.88,1.36356326312e-10
6332.89,1.35215785085e-10
6332.9,1.34769595283e-10
6332.91,1.33605110876e-10
6332.92,1.30940422322e-10
6332.93,1.26896653987e-10
6332.94,1.22110057941e-10
6332.95,1.1719309513e-10
6332.96,1.12477572455e-10
6332.97,1.08045250491e-10
6332.98,1.03853623119e-10
6332.99,9.97817583991e-11
6333.0,9.5605072119e-11
6333.01,9.10575663687e-11
6333.02,8.60144107761e-11
6333.03,8.06224146183e-11
6333.04,7.52468137239e-11
6333.05,7.02843372022e-11
6333.06,6.59833402663e-11
6333.07,6.23825825883e-11
6333.08,5.93776165033e-11
6333.09,5.68363835495e-11
6333.1,5.46759385882e-11
6333.11,5.2874019235e-11
6333.12,5.145819889e-11
6333.13,5.05044127282e-11
6333.14,5.0124173433e-11
6333.15,5.04281179349e-11
6333.16,5.14850865531e-11
6333.17,5.32863814467e-11
6333.18,5.57137875176e-11
6333.19,5.85333448812e-11
6333.2,6.14574010906e-11
6333.21,6.42646381362e-11
6333.22,6.68716305921e-11
6333.23,6.92767334826e-11
6333.24,7.14507235708e-11
6333.25,7.32869309848e-11
6333.26,7.46054242627e-11
6333.27,7.51629002578e-11
6333.28,7.47132764777e-11
6333.29,7.31769714051e-11
6333.3,7.08069108948e-11
6333.31,6.81575320014e-11
6333.32,6.58660515683e-11
6333.33,6.44426203472e-11
6333.34,6.41845609426e-11
6333.35,6.51750260941e-11
6333.36,6.72999095691e-11
6333.37,7.0279181957e-11
6333.38,7.37413936579e-11
6333.39,7.73128282662e-11
6333.4,8.06620842495e-11
6333.41,8.35608674815e-11
6333.42,8.6036328123e-11
6333.43,8.84479864876e-11
6333.44,9.13042221188e-11
6333.45,9.49678576772e-11
6333.46,9.9516889988e-11
6333.47,1.04791246955e-10
6333.48,1.10462507481e-10
6333.49,1.1601126032e-10
6333.5,1.20705457007e-10
6333.51,1.2380242997e-10
6333.52,1.24956580415e-10
6333.53,1.24429080419e-10
6333.54,1.22860829723e-10
6333.55,1.20916792646e-10
6333.56,1.19136097356e-10
6333.57,1.17892018833e-10
6333.58,1.17268483774e-10
6333.59,1.16962895141e-10
6333.6,1.16449432107e-10
6333.61,1.15368340755e-10
6333.62,1.13828327733e-10
6333.63,1.12389517948e-10
6333.64,1.11813581413e-10
6333.65,1.12807977744e-10
6333.66,1.15851004136e-10
6333.67,1.21055787856e-10
6333.68,1.28052008114e-10
6333.69,1.35902385576e-10
6333.7,1.4307006225e-10
6333.71,1.47546622841e-10
6333.72,1.47411226817e-10
6333.73,1.41809040243e-10
6333.74,1.31595723857e-10
6333.75,1.18912088753e-10
6333.76,1.06057297622e-10
6333.77,9.46347168065e-11
6333.78,8.53709767497e-11
6333.79,7.83339739466e-11
6333.8,7.31961022743e-11
6333.81,6.94257967917e-11
6333.82,6.64589180924e-11
6333.83,6.38787376456e-11
6333.84,6.15180976659e-11
6333.85,5.9409398386e-11
6333.86,5.76514369114e-11
6333.87,5.62970431074e-11
6333.88,5.52854095913e-11
6333.89,5.44306528829e-11
6333.9,5.35042735281e-11
6333.91,5.23852231112e-11
6333.92,5.1151317772e-11
6333.93,5.00159469617e-11
6333.94,4.91653281964e-11
6333.95,4.86372400832e-11
6333.96,4.83290271042e-11
6333.97,4.81072951523e-11
6333.98,4.7909352668e-11
6333.99,4.7757344692e-11
6334.0,4.77011325559e-11
6334.01,4.77438234138e-11
6334.02,4.78080798398e-11
6334.03,4.77934507117e-11
6334.04,4.76911677649e-11
6334.05,4.76510608837e-11
6334.06,4.79539465187e-11
6334.07,4.89263163932e-11
6334.08,5.08484111054e-11
6334.09,5.38890491854e-11
6334.1,5.80613578436e-11
6334.11,6.31619881906e-11
6334.12,6.86967187241e-11
6334.13,7.3898919662e-11
6334.14,7.79632322546e-11
6334.15,8.04072163322e-11
6334.16,8.12512798729e-11
6334.17,8.08492478505e-11
6334.18,7.95694633893e-11
6334.19,7.7620479518e-11
6334.2,7.50890646282e-11
6334.21,7.20593411235e-11
6334.22,6.86856370607e-11
6334.23,6.51917152403e-11
6334.24,6.1831291545e-11
6334.25,5.88451328775e-11
6334.26,5.64196684968e-11
6334.27,5.46443220181e-11
6334.28,5.34895701977e-11
6334.29,5.28334257531e-11
6334.3,5.2528785381e-11
6334.31,5.2465264642e-11
6334.32,5.2583575883e-11
6334.33,5.28471930358e-11
6334.34,5.32016183923e-11
6334.35,5.35408708909e-11
6334.36,5.37139764588e-11
6334.37,5.3598011459e-11
6334.38,5.31854189131e-11
6334.39,5.25989962328e-11
6334.4,5.20224615764e-11
6334.41,5.16130929335e-11
6334.42,5.1469320335e-11
6334.43,5.16623802439e-11
6334.44,5.22724655911e-11
6334.45,5.33906592631e-11
6334.46,5.51052508021e-11
6334.47,5.74861187756e-11
6334.48,6.05631568058e-11
6334.49,6.43124035872e-11
6334.5,6.86688532531e-11
6334.51,7.35465907982e-11
6334.52,7.8804656777e-11
6334.53,8.41349754586e-11
6334.54,8.8968056373e-11
6334.55,9.25443812395e-11
6334.56,9.42011083141e-11
6334.57,9.37293255896e-11
6334.58,9.1510594931e-11
6334.59,8.82753590709e-11
6334.6,8.46700729463e-11
6334.61,8.0971114592e-11
6334.62,7.71353199635e-11
6334.63,7.31103759507e-11
